houseid,personid,Age_U18,Age_1924,Age_2545,Age_4665,Age_U65,Age_U24,Male,White,Black,Asian,AmIndian,Hawai,Mulrace,Other_race,Work_hm,worker,Home_own,Home_rent,Home_other,hhsize,hhvehcnt,Veh_0,Veh_1,Veh_2,Veh_3,Veh_4,hhfaminc,Low_inc,Hg_inc,Medium_inc,Income_low,drvrcnt,Driver_nw,DRV_0,DRV_1,DRV_2,DRV_3,DRV_4,Veh_acces,Veh_avl,numadlt,Urban_big,Rural_Big,wtperfin,BKSH,RDSH,NOSH,Sanjose,Newyork,Atlanta,Chicago,VMT_wt,Ln_VMT
30000130,01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,05,0,0,1,1,2,2,0,0,1,0,0,.5,0,2,1,0,3705.49390444234,0,0,1,0,1,0,0,30343455.8473497,9.01064170394226
30000266,01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,01,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,16570.0030272861,0,0,1,0,0,0,1,300824013.909578,9.80674176774391
30000439,01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,0,1,0,08,0,0,1,0,4,4,0,0,0,0,1,.75,0,4,0,1,175.58501451168,0,0,1,0,1,0,0,1211978.19644203,8.83978598116469
30000439,02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,1,0,08,0,0,1,0,4,4,0,0,0,0,1,.75,0,4,0,1,149.16187140395,0,0,1,0,1,0,0,1029592.0547938,8.83978598116471
30000439,04,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,0,1,0,08,0,0,1,0,4,4,0,0,0,0,1,.75,0,4,0,1,274.71687328,0,0,1,0,1,0,0,16344.2803757936,4.10256071699344
30000496,02,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,0,0,0,08,0,0,1,0,1,1,0,1,0,0,0,1,1,2,1,0,567.2151908317,0,0,1,0,1,0,0,1692499.22754293,8.00131314890297
30000503,01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,09,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,97.02748091821,0,0,1,0,1,0,0,471869.866850339,8.48966987616485
30000503,02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,09,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,82.42617214015,0,0,1,0,1,0,0,1641377.5058096,9.89919359668911
30000817,01,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,04,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,485.32838990679,0,1,0,0,1,0,0,20243051.9962963,10.6385204017144
30000854,01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,09,0,0,1,0,2,2,0,0,1,0,0,1.5,1,2,1,0,39.45153445613,0,0,1,0,1,0,0,422389.628973681,9.27870391214256
30000854,02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,0,1,0,09,0,0,1,0,2,2,0,0,1,0,0,1.5,1,2,1,0,33.5146181216,0,0,1,0,1,0,0,425653.748037966,9.4494785249375
30000990,01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,2,0,0,1,0,0,11,0,1,0,0,2,2,0,0,1,0,0,1,1,2,1,0,366.43571078257,0,0,1,0,1,0,0,2265173.647202,8.72950064370046
30000990,03,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,1,0,0,11,0,1,0,0,2,2,0,0,1,0,0,1,1,2,1,0,323.31374853758,0,0,1,0,1,0,0,1198032.62893107,8.21783791815617
30001039,01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,04,1,0,0,1,1,1,0,1,0,0,0,2,1,1,1,0,45.21401906847,0,0,1,0,1,0,0,165427.24440694,8.20515285047477
30001109,01,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,06,0,0,1,1,1,1,0,1,0,0,0,0,0,2,1,0,1385.10098632052,0,1,0,0,0,1,0,8135501.45123248,8.67838984709517
30001262,01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0,0,06,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,2968.51047226737,0,0,1,0,1,0,0,71665275.1746985,10.0917427205889
30001262,02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0,0,06,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,2715.45245361846,0,0,1,0,1,0,0,37464106.3624284,9.53225247964702
30001381,01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,07,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,36.58010727423,0,0,1,0,1,0,0,119898.617612708,8.09520228135044
30001381,02,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,07,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,34.17410467237,0,0,1,0,1,0,0,259537.117510174,8.93531848675151
30001396,01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,06,0,0,1,1,2,2,0,0,1,0,0,.5,0,2,1,0,4284.11002637833,0,1,0,0,1,0,0,8995967.0183404,7.65009492373039
30001396,02,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,06,0,0,1,1,2,2,0,0,1,0,0,.5,0,2,1,0,4809.98277901618,0,1,0,0,1,0,0,6701292.05763922,7.24007963933191
30001409,01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,11,0,1,0,0,2,2,0,0,1,0,0,1,1,2,1,0,3315.86280079639,0,0,1,0,0,0,1,69240686.4542498,9.94667394965227
30001409,02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,11,0,1,0,0,2,2,0,0,1,0,0,1,1,2,1,0,3315.86280079639,0,0,1,0,0,0,1,57855489.1552614,9.76704306382148
30001475,01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,06,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,370.80070501278,0,0,1,0,1,0,0,5979420.92882482,9.68823156246363
30001485,01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,03,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,295.61334746495,0,0,1,0,1,0,0,440874.790275765,7.30813414070813
30001608,01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0,0,08,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,525.3400413292,0,1,0,0,0,1,0,8316734.36858865,9.66979764590647
30001608,02,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0,0,08,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,397.2807644128,0,1,0,0,0,1,0,5072506.62327225,9.45478072786515
30001625,01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,01,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,4809.17017913584,0,0,1,0,1,0,0,10677776.5028844,7.70584563812691
30001645,01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,06,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,209.0206715292,0,0,1,0,0,0,1,15258.509021632,4.3040650932042
30001645,02,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,06,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,220.02378339599,0,0,1,0,0,0,1,385802.90323355,7.46991639624533
30001755,01,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,06,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,881.62000772807,0,0,1,0,0,1,0,11443864.1022143,9.4712801608214
30001755,02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,06,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,845.78149477305,0,0,1,0,0,1,0,25585905.1546782,10.3173241880872
30001774,01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,05,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,894.65674298345,0,1,0,0,0,1,0,1122351.35735646,7.13529316106681
30001917,01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,08,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,2874.40828153247,0,0,1,0,0,0,1,65092973.2490584,10.0277692041496
30001917,02,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,08,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,2630.88958311933,0,0,1,0,0,0,1,73137401.8114783,10.2328091052756
30001938,01,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,01,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,18874.0454027202,0,0,1,0,0,0,1,15913651.3813036,6.7383302039232
30002049,01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,04,1,0,0,1,2,2,0,0,1,0,0,1.5,1,2,1,0,159.43260384957,0,0,1,1,0,0,0,1067897.91533381,8.80973070710217
30002163,01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,5,2,0,0,1,0,0,05,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,6304.09016241865,0,0,1,0,0,0,1,166631003.511533,10.182376263962
30002274,01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,04,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,55.16291407998,0,0,1,0,1,0,0,26275.4750491429,6.16819760059939
30002436,01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,03,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,3135.70188087413,0,0,1,0,0,0,1,10344272.8637593,8.10163835273922
30002639,01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,5,0,0,0,0,1,09,0,0,1,0,3,3,0,0,0,1,0,1.66666666666667,1,3,0,1,678.75271099321,0,0,1,0,0,1,0,19885727.0064514,10.2852900632394
30002639,02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,5,0,0,0,0,1,09,0,0,1,0,3,3,0,0,0,1,0,1.66666666666667,1,3,0,1,586.4320657546,0,0,1,0,0,1,0,10007800.4005401,9.74487715125132
30002639,03,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,0,1,09,0,0,1,0,3,3,0,0,0,1,0,1.66666666666667,1,3,0,1,759.29348310862,0,0,1,0,0,1,0,18862015.6359149,10.1203125839805
30002834,01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,08,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,127.6466654942,0,0,1,1,0,0,0,288817.812980451,7.72472720724454
30002835,01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,1,11,0,1,0,0,2,2,0,0,1,0,0,2,1,2,1,0,50.20558157624,0,0,1,0,1,0,0,686895.69722847,9.52388461671925
30002835,02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,1,11,0,1,0,0,2,2,0,0,1,0,0,2,1,2,1,0,42.65032823936,0,0,1,0,1,0,0,876411.785415316,9.93060502764787
30002863,01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,05,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,924.57536268599,0,0,1,0,0,1,0,3352764.52332417,8.19623695664582
30002863,02,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,05,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,1222.60250874048,0,0,1,0,0,1,0,4825746.58827469,8.28099226237395
30003044,01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,1,07,0,0,1,1,2,2,0,0,1,0,0,2,1,2,1,0,639.6938487511,0,0,1,1,0,0,0,14142150.1046269,10.0037257967322
30003044,02,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,1,07,0,0,1,1,2,2,0,0,1,0,0,2,1,2,1,0,684.32554736205,0,0,1,1,0,0,0,10299879.6189229,9.61927545275964
30003127,01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,09,0,0,1,0,1,1,0,1,0,0,0,2,1,1,1,0,22.23140007115,0,0,1,0,1,0,0,891178.796638181,10.5988195945471
30003153,01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,06,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,594.30993365096,0,0,1,0,0,1,0,6092285.98760432,9.23523052602956
30003153,02,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,06,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,1097.75722493709,0,0,1,0,0,1,0,31827324.6216763,10.2748457430549
30003209,01,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,04,1,0,0,1,2,2,0,0,1,0,0,1,1,2,1,0,4788.8699767822,0,0,1,0,1,0,0,179591842.704037,10.5321742089167
30003209,02,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,04,1,0,0,1,2,2,0,0,1,0,0,1,1,2,1,0,4788.8699767822,0,0,1,0,1,0,0,88062841.2795962,9.81956585212175
30003247,01,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,11,0,1,0,0,1,1,0,1,0,0,0,1,1,2,1,0,3676.02580032825,0,1,0,1,0,0,0,128405419.218366,10.4611442799078
30003247,02,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,11,0,1,0,0,1,1,0,1,0,0,0,1,1,2,1,0,3951.08066360145,0,0,1,1,0,0,0,143639028.589009,10.5010970649182
30003499,01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,07,0,0,1,1,1,1,0,1,0,0,0,1,1,2,0,1,878.08605739101,0,0,1,0,1,0,0,43343969.8137478,10.8069538011353
30003499,02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,07,0,0,1,1,1,1,0,1,0,0,0,1,1,2,0,1,860.78757059783,0,0,1,0,1,0,0,42490712.5323927,10.8069685894692
30003594,01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,1,08,0,0,1,0,2,2,0,0,1,0,0,2,1,2,1,0,227.81774805533,0,0,1,0,1,0,0,4586745.84869688,9.91018507398378
30003594,02,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,1,08,0,0,1,0,2,2,0,0,1,0,0,2,1,2,1,0,268.17431439957,0,0,1,0,1,0,0,9238354.38808094,10.4472661632324
30003653,01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,08,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,544.30410716756,0,0,1,0,1,0,0,4638769.15836322,9.05056884138991
30003653,02,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,08,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,640.72435975919,0,0,1,0,1,0,0,818525.36959235,7.15344279473122
30003660,01,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,0,0,0,07,0,0,1,1,1,1,0,1,0,0,0,1,1,2,1,0,1191.87025555472,1,0,0,0,0,1,0,7638303.15066582,8.76556306653018
30003660,02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,07,0,0,1,1,1,1,0,1,0,0,0,1,1,2,1,0,901.33454326002,0,0,1,0,0,1,0,2674007.21618039,7.99554926021438
30003672,01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,05,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,577.37121783251,0,0,1,0,1,0,0,2006038.76722993,8.15347493002068
30003672,02,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,05,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,539.39547757761,0,0,1,0,1,0,0,9826838.96240102,9.81023373197514
30004196,01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,09,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,190.83464254632,0,0,1,1,0,0,0,230208.6001697,7.09616244748753
30004215,01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,2,0,0,1,0,0,11,0,1,0,0,2,2,0,0,1,0,0,1,1,2,1,0,803.95933013482,0,1,0,0,0,1,0,1598982.6523152,7.59583212710397
30004215,02,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,2,0,0,1,0,0,11,0,1,0,0,2,2,0,0,1,0,0,1,1,2,1,0,607.98254864531,0,1,0,0,0,1,0,3783849.30948721,8.73626687203073
30004413,01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,5,3,0,0,0,1,0,11,0,1,0,0,3,3,0,0,0,1,0,1,1,3,1,0,2349.26948122811,0,1,0,1,0,0,0,24223904.9383133,9.24108778792484
30004413,02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,3,0,0,0,1,0,11,0,1,0,0,3,3,0,0,0,1,0,1,1,3,1,0,2331.6284509239,0,0,1,1,0,0,0,29686130.2231714,9.45194683003221
30004446,01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,04,1,0,0,1,2,2,0,0,1,0,0,.5,0,2,1,0,595.70356749979,0,0,1,0,1,0,0,2214542.90476962,8.22108236326179
30004446,02,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,04,1,0,0,1,2,2,0,0,1,0,0,.5,0,2,1,0,637.6436372421,0,0,1,0,1,0,0,2370456.16253847,8.22108236326182
30004493,02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,2,0,0,1,0,0,09,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,2398.32073985615,0,0,1,1,0,0,0,10126477.6263094,8.34837682757816
30004585,01,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,08,0,0,1,0,1,1,0,1,0,0,0,2,1,1,1,0,584.60669400483,0,0,1,0,1,0,0,28965464.0223549,10.8106956619892
30004597,01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,10,0,1,0,0,2,2,0,0,1,0,0,1,1,2,1,0,289.29032256134,0,1,0,1,0,0,0,10480959.4573652,10.4976676248723
30004597,02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,10,0,1,0,0,2,2,0,0,1,0,0,1,1,2,1,0,244.00679818133,0,1,0,1,0,0,0,2249183.90366389,9.1289903935297
30004859,01,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,07,0,0,1,1,2,2,0,0,1,0,0,0,0,2,1,0,2654.74031645834,0,0,1,0,0,1,0,3612358.24341118,7.21650388554561
30004859,02,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,07,0,0,1,1,2,2,0,0,1,0,0,0,0,2,1,0,2095.49802572126,0,1,0,0,0,1,0,2676233.87107952,7.15315726316144
30005150,01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,01,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,86.56371237975,0,0,1,0,0,1,0,40505.757933858,6.15045350357553
30005315,01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,03,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,140.3400230186,0,0,1,0,1,0,0,741827.537874723,8.57299301612512
30005372,01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,09,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,39.33788646068,0,0,1,0,1,0,0,700270.042109534,9.7870894012347
30005372,02,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,1,0,0,09,0,0,1,0,2,2,0,0,1,0,0,1,1,2,1,0,46.30636033221,0,0,1,0,1,0,0,723364.157466886,9.65645273933948
30005460,01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,0,0,0,06,0,0,1,1,2,2,0,0,1,0,0,.5,0,2,1,0,6463.0198234505,0,0,1,0,0,0,1,1047396.99258839,5.09411823123476
30005460,02,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,06,0,0,1,1,2,2,0,0,1,0,0,.5,0,2,1,0,7061.24568033306,0,0,1,0,0,0,1,2288690.94990955,5.78419434495006
30005484,01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,01,1,0,0,1,2,2,0,0,1,0,0,1,1,2,1,0,336.79978295295,0,0,1,0,0,1,0,15495445.6821247,10.7365898089937
30005550,01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,10,0,1,0,0,2,2,0,0,1,0,0,1,1,2,1,0,239.51478950409,0,0,1,0,0,1,0,4689189.41198829,9.8822062024681
30005550,02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,10,0,1,0,0,2,2,0,0,1,0,0,1,1,2,1,0,206.93715179735,0,0,1,0,0,1,0,2002128.32518264,9.17740955588074
30005626,01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,10,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,325.39019337446,0,1,0,1,0,0,0,2161567.05458658,8.8014694707332
30005713,01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,04,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,430.74513873022,0,0,1,0,1,0,0,1141274.32114557,7.88251678539632
30005812,01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,0,1,0,09,0,0,1,0,2,2,0,0,1,0,0,1.5,1,2,1,0,589.16395985134,0,1,0,0,0,1,0,5953516.54339681,9.22088705962675
30005812,02,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,0,1,0,09,0,0,1,0,2,2,0,0,1,0,0,1.5,1,2,1,0,779.07476712459,0,1,0,0,0,1,0,3174336.24327536,8.31274749069044
30005852,01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,1,0,07,0,0,1,1,2,2,0,0,1,0,0,1.5,1,3,1,0,4312.93558960629,0,0,1,0,0,0,1,104835280.140288,10.0985679925053
30005852,02,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,1,0,07,0,0,1,1,2,2,0,0,1,0,0,1.5,1,3,1,0,4868.87832664802,0,0,1,0,0,0,1,16159539.3778368,8.10770349550825
30005852,03,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,1,0,07,0,0,1,1,2,2,0,0,1,0,0,1.5,1,3,1,0,7839.93370606477,0,0,1,0,0,0,1,253718756.971802,10.3847821976735
30005855,01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,4,0,0,0,0,1,06,0,0,1,1,3,3,0,0,0,1,0,1.33333333333333,1,3,1,0,411.00544957788,0,0,1,0,0,1,0,10336470.5826878,10.1326223206153
30005855,03,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,4,0,0,0,0,1,06,0,0,1,1,3,3,0,0,0,1,0,1.33333333333333,1,3,1,0,532.15671108478,0,0,1,0,0,1,0,10844068.6134503,9.92223987355174
30005868,01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,02,1,0,0,1,1,1,0,1,0,0,0,2,1,1,1,0,246.27008437489,0,1,0,0,0,1,0,913627.53521898,8.2190189346685
30006097,01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,05,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,17501.6095724944,0,0,1,0,1,0,0,1725907926.76826,11.4989810925415
30006097,02,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,05,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,16522.5193059187,0,0,1,0,1,0,0,551069060.01518,10.4149211414538
30006273,01,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,2,0,0,1,0,0,07,0,0,1,1,2,2,0,0,1,0,0,1,1,4,1,0,4467.11496447997,0,0,1,0,1,0,0,37599259.9445315,9.03811566995371
30006273,02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,2,0,0,1,0,0,07,0,0,1,1,2,2,0,0,1,0,0,1,1,4,1,0,3545.23980623105,0,0,1,0,1,0,0,40945144.4512983,9.35446928697035
30006418,01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,07,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,2846.76746947421,0,0,1,0,1,0,0,344971.281950886,4.80549536722162
30006418,02,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,07,0,0,1,1,2,2,0,0,1,0,0,1,1,2,1,0,2570.59102784142,0,0,1,0,1,0,0,39187606.2771211,9.632045559887
